Order_ID	Customer_ID	Customer_Name	Product_ID	Product_Name	Product_Ctg	Product_Sub_Ctg	Price_Per_Unit	Quantity	Order_Date	Order_Week	Order_Month	Season_Name	Promo_Key	Promo_Name	Store_Code	Region
1901	C36	Shashi	P16	Biscuits	Grocery	Snacks_appetizers	10	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S1	South
1901	C36	Shashi	P1	Pepsi	Grocery	Beverages	30	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S2	South
1901	C36	Shashi	P21	Jam	Grocery	Snacks_appetizers	80	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S3	South
1901	C36	Shashi	P19	Nuggets	Grocery	Snacks_appetizers	67	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S4	South
1901	C36	Shashi	P20	Bread	Grocery	Snacks_appetizers	23	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S5	South
1901	C36	Shashi	P18	Popcorn	Grocery	Snacks_appetizers	18	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S6	South
1902	C37	Jai	P3	Appy_fizz	Grocery	Beverages	25	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S7	South
1902	C37	Jai	P2	Coca_cola	Grocery	Beverages	30	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S8	South
1902	C37	Jai	P24	Oil	Grocery	Cooking_essentials	94	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S9	South
1902	C37	Jai	P5	Chakki_fresh	Grocery	Flour_grains_more	110	2	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S10	South
1902	C37	Jai	P21	Jam	Grocery	Snacks_appetizers	80	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S11	South
1903	C38	Riya	P4	Sprite	Grocery	Beverages	30	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S12	South
1903	C38	Riya	P11	Milk	Grocery	Farm_fresh	48	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S13	South
1903	C38	Riya	P17	Chips	Grocery	Snacks_appetizers	10	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S14	South
1903	C38	Riya	P6	Tata_dal	Grocery	Flour_grains_more	38	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S15	South
1903	C38	Riya	P22	Salt	Grocery	Cooking_essentials	15	2	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S16	South
1903	C38	Riya	P7	Basmati_rice	Grocery	Flour_grains_more	123	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S17	South
1904	C39	Manish	P8	Almond	Grocery	Flour_grains_more	1356	2	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S18	South
1904	C39	Manish	P9	Corn	Grocery	Flour_grains_more	87	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S19	South
1904	C39	Manish	P10	Eggs	Grocery	Farm_fresh	6	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S20	South
1904	C39	Manish	P23	Sugar	Grocery	Cooking_essentials	38	2	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S21	South
1904	C39	Manish	P12	Butter	Grocery	Farm_fresh	32	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S22	South
1904	C39	Manish	P13	Cheese	Grocery	Farm_fresh	40	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S23	South
1904	C39	Manish	P14	Chicken	Grocery	Farm_fresh	150	2	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S24	South
1904	C39	Manish	P15	Fish	Grocery	Farm_fresh	230	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S25	South
1904	C39	Manish	P25	Ghee	Grocery	Cooking_essentials	420	2	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S26	South
1904	C39	Manish	P16	Biscuits	Grocery	Snacks_appetizers	10	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S27	South
1905	C40	Savitri	P1	Pepsi	Grocery	Beverages	30	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S28	South
1905	C40	Savitri	P21	Jam	Grocery	Snacks_appetizers	80	2	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S29	South
1905	C40	Savitri	P19	Nuggets	Grocery	Snacks_appetizers	67	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S30	South
1905	C40	Savitri	P20	Bread	Grocery	Snacks_appetizers	23	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	S31	South
1906	C41	Jagdish	P18	Popcorn	Grocery	Snacks_appetizers	18	2	01/31/12	5	1	Winter	NA	NOT_APPLICABLE	S32	South
1906	C41	Jagdish	P3	Appy_fizz	Grocery	Beverages	25	2	01/31/12	5	1	Winter	NA	NOT_APPLICABLE	S33	South
1906	C41	Jagdish	P2	Coca_cola	Grocery	Beverages	30	1	01/31/12	5	1	Winter	NA	NOT_APPLICABLE	S34	South
1906	C41	Jagdish	P24	Oil	Grocery	Cooking_essentials	94	3	01/31/12	5	1	Winter	NA	NOT_APPLICABLE	S35	South
1906	C41	Jagdish	P5	Chakki_fresh	Grocery	Flour_grains_more	110	1	01/31/12	5	1	Winter	NA	NOT_APPLICABLE	S36	South
