Order_ID	Customer_ID	Customer_Name	Product_ID	Product_Name	Product_Ctg	Product_Sub_Ctg	Price_Per_Unit	Quantity	Order_Date	Order_Week	Order_Month	Season_Name	Promo_Key	Promo_Name	Store_Code	Region
1001	C1	Divya	P1	Pepsi	Grocery	Beverages	30	6	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1001	C1	Divya	P17	Chips	Grocery	Snacks_appetizers	10	8	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1001	C1	Divya	P12	Butter	Grocery	Farm_fresh	32	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1001	C1	Divya	P20	Bread	Grocery	Snacks_appetizers	23	6	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1002	C2	Neeraj	P13	Cheese	Grocery	Farm_fresh	40	8	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1002	C2	Neeraj	P20	Bread	Grocery	Snacks_appetizers	23	6	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1003	C3	Ayushi	P4	Sprite	Grocery	Beverages	30	4	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1004	C3	Ayushi	P2	Coca_cola	Grocery	Beverages	30	5	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1005	C3	Ayushi	P17	Chips	Grocery	Snacks_appetizers	10	6	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1006	C3	Ayushi	P21	Jam	Grocery	Snacks_appetizers	80	3	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1004	C4	Khyati	P17	Chips	Grocery	Snacks_appetizers	10	7	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1004	C4	Khyati	P20	Bread	Grocery	Snacks_appetizers	23	8	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1004	C4	Khyati	P23	Sugar	Grocery	Cooking_essentials	38	8	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1004	C4	Khyati	P25	Ghee	Grocery	Cooking_essentials	420	2	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1004	C4	Khyati	P1	Pepsi	Grocery	Beverages	30	7	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1005	C5	Shaurya	P12	Butter	Grocery	Farm_fresh	32	7	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1005	C5	Shaurya	P11	Milk	Grocery	Farm_fresh	48	7	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1005	C5	Shaurya	P6	Tata_dal	Grocery	Flour_grains_more	38	1	12/30/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1006	C6	Ayush	P4	Sprite	Grocery	Beverages	30	6	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1007	C7	Kanak	P2	Coca_cola	Grocery	Beverages	30	10	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1007	C7	Kanak	P8	Almond	Grocery	Flour_grains_more	1356	3	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1007	C7	Kanak	P23	Sugar	Grocery	Cooking_essentials	38	2	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1008	C8	Ananya	P4	Sprite	Grocery	Beverages	30	10	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1008	C8	Ananya	P2	Coca_cola	Grocery	Beverages	30	5	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1009	C9	Shreya	P16	Biscuits	Grocery	Snacks_appetizers	10	2	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1009	C9	Shreya	P19	Nuggets	Grocery	Snacks_appetizers	67	2	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1009	C9	Shreya	P23	Sugar	Grocery	Cooking_essentials	38	10	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1009	C9	Shreya	P1	Pepsi	Grocery	Beverages	30	8	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1009	C9	Shreya	P6	Tata_dal	Grocery	Flour_grains_more	38	10	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1010	C10	Niral	P4	Sprite	Grocery	Beverages	30	10	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1010	C10	Niral	P8	Almond	Grocery	Flour_grains_more	1356	8	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1010	C10	Niral	P7	Basmati_rice	Grocery	Flour_grains_more	123	5	12/31/12	1	12	Winter	NA	NOT_APPLICABLE	N1	North
1011	C11	Thomas	P9	Corn	Grocery	Flour_grains_more	87	9	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1011	C11	Thomas	P23	Sugar	Grocery	Cooking_essentials	38	3	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1011	C11	Thomas	P21	Jam	Grocery	Snacks_appetizers	80	8	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1012	C12	Ali	P22	Salt	Grocery	Cooking_essentials	15	4	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1012	C12	Ali	P13	Cheese	Grocery	Farm_fresh	40	9	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1012	C12	Ali	P17	Chips	Grocery	Snacks_appetizers	10	4	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1012	C12	Ali	P12	Butter	Grocery	Farm_fresh	32	9	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1013	C13	Riya	P16	Biscuits	Grocery	Snacks_appetizers	10	6	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1013	C13	Riya	P3	Appy_fizz	Grocery	Beverages	25	4	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1013	C13	Riya	P8	Almond	Grocery	Flour_grains_more	1356	2	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1014	C14	Ajay	P9	Corn	Grocery	Flour_grains_more	87	7	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1015	C15	Shubham	P12	Butter	Grocery	Farm_fresh	32	9	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1015	C15	Shubham	P15	Fish	Grocery	Farm_fresh	230	1	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1015	C15	Shubham	P19	Nuggets	Grocery	Snacks_appetizers	67	8	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1015	C15	Shubham	P25	Ghee	Grocery	Cooking_essentials	420	9	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1015	C15	Shubham	P3	Appy_fizz	Grocery	Beverages	25	2	01/01/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1016	C16	Monika	P4	Sprite	Grocery	Beverages	30	6	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1016	C16	Monika	P7	Basmati_rice	Grocery	Flour_grains_more	123	10	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1016	C16	Monika	P12	Butter	Grocery	Farm_fresh	32	8	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1017	C17	Christine	P14	Chicken	Grocery	Farm_fresh	150	5	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1017	C17	Christine	P18	Popcorn	Grocery	Snacks_appetizers	18	10	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1018	C18	Robin	P1	Pepsi	Grocery	Beverages	30	1	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1018	C18	Robin	P3	Appy_fizz	Grocery	Beverages	25	8	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1019	C19	Priyanka	P7	Basmati_rice	Grocery	Flour_grains_more	123	10	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1019	C19	Priyanka	P9	Corn	Grocery	Flour_grains_more	87	4	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1019	C19	Priyanka	P23	Sugar	Grocery	Cooking_essentials	38	10	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1019	C19	Priyanka	P17	Chips	Grocery	Snacks_appetizers	10	4	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1019	C19	Priyanka	P5	Chakki_fresh	Grocery	Flour_grains_more	110	8	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1020	C20	Joseph	P2	Coca_cola	Grocery	Beverages	30	4	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1020	C20	Joseph	P16	Biscuits	Grocery	Snacks_appetizers	10	2	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1020	C20	Joseph	P22	Salt	Grocery	Cooking_essentials	15	2	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1020	C20	Joseph	P4	Sprite	Grocery	Beverages	30	8	01/02/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1021	C21	David	P25	Ghee	Grocery	Cooking_essentials	420	7	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1021	C21	David	P3	Appy_fizz	Grocery	Beverages	25	2	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1021	C21	David	P8	Almond	Grocery	Flour_grains_more	1356	7	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1021	C21	David	P13	Cheese	Grocery	Farm_fresh	40	8	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1021	C21	David	P21	Jam	Grocery	Snacks_appetizers	80	9	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1022	C22	Sophie	P4	Sprite	Grocery	Beverages	30	4	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1023	C23	Mohit	P21	Jam	Grocery	Snacks_appetizers	80	6	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1023	C23	Mohit	P5	Chakki_fresh	Grocery	Flour_grains_more	110	4	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1023	C23	Mohit	P22	Salt	Grocery	Cooking_essentials	15	5	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1024	C24	Rohan	P16	Biscuits	Grocery	Snacks_appetizers	10	8	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1024	C24	Rohan	P4	Sprite	Grocery	Beverages	30	2	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1024	C24	Rohan	P19	Nuggets	Grocery	Snacks_appetizers	67	1	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1024	C24	Rohan	P24	Oil	Grocery	Cooking_essentials	94	10	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1024	C24	Rohan	P2	Coca_cola	Grocery	Beverages	30	10	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1024	C24	Rohan	P8	Almond	Grocery	Flour_grains_more	1356	6	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1024	C24	Rohan	P22	Salt	Grocery	Cooking_essentials	15	7	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1025	C25	Smrite	P14	Chicken	Grocery	Farm_fresh	150	9	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1025	C25	Smrite	P17	Chips	Grocery	Snacks_appetizers	10	4	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1025	C25	Smrite	P22	Salt	Grocery	Cooking_essentials	15	6	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1025	C25	Smrite	P13	Cheese	Grocery	Farm_fresh	40	6	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1025	C25	Smrite	P4	Sprite	Grocery	Beverages	30	2	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1025	C25	Smrite	P6	Tata_dal	Grocery	Flour_grains_more	38	10	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1025	C25	Smrite	P11	Milk	Grocery	Farm_fresh	48	6	01/03/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1026	C26	Tushar	P23	Sugar	Grocery	Cooking_essentials	38	8	01/04/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1026	C26	Tushar	P3	Appy_fizz	Grocery	Beverages	25	9	01/04/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1026	C26	Tushar	P13	Cheese	Grocery	Farm_fresh	40	4	01/04/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1026	C26	Tushar	P15	Fish	Grocery	Farm_fresh	230	9	01/04/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1026	C26	Tushar	P22	Salt	Grocery	Cooking_essentials	15	9	01/04/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1027	C27	Deeksha	P6	Tata_dal	Grocery	Flour_grains_more	38	4	01/04/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1027	C27	Deeksha	P14	Chicken	Grocery	Farm_fresh	150	1	01/04/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1028	C28	Daksh	P13	Cheese	Grocery	Farm_fresh	40	1	01/04/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1028	C28	Daksh	P7	Basmati_rice	Grocery	Flour_grains_more	123	7	01/04/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
1028	C28	Daksh	P9	Corn	Grocery	Flour_grains_more	87	1	01/04/13	1	1	Winter	NA	NOT_APPLICABLE	N1	North
